2024-01-07 23:15:16,980 INFO    StreamThr :27475 [internal.py:wandb_internal():86] W&B internal server running at pid: 27475, started at: 2024-01-07 23:15:16.979928
2024-01-07 23:15:16,981 DEBUG   HandlerThread:27475 [handler.py:handle_request():146] handle_request: status
2024-01-07 23:15:16,983 INFO    WriterThread:27475 [datastore.py:open_for_write():85] open: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/run-t3520inp.wandb
2024-01-07 23:15:16,984 DEBUG   SenderThread:27475 [sender.py:send():382] send: header
2024-01-07 23:15:16,999 DEBUG   SenderThread:27475 [sender.py:send():382] send: run
2024-01-07 23:15:17,000 INFO    SenderThread:27475 [sender.py:_maybe_setup_resume():763] checking resume status for None/autoencoder/t3520inp
2024-01-07 23:15:18,130 INFO    SenderThread:27475 [dir_watcher.py:__init__():211] watching files in: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files
2024-01-07 23:15:18,130 INFO    SenderThread:27475 [sender.py:_start_run_threads():1136] run started: t3520inp with start time 1704640516.98042
2024-01-07 23:15:18,138 DEBUG   HandlerThread:27475 [handler.py:handle_request():146] handle_request: check_version
2024-01-07 23:15:18,138 DEBUG   SenderThread:27475 [sender.py:send_request():409] send_request: check_version
2024-01-07 23:15:19,114 DEBUG   HandlerThread:27475 [handler.py:handle_request():146] handle_request: run_start
2024-01-07 23:15:19,120 DEBUG   HandlerThread:27475 [system_info.py:__init__():32] System info init
2024-01-07 23:15:19,120 DEBUG   HandlerThread:27475 [system_info.py:__init__():47] System info init done
2024-01-07 23:15:19,120 INFO    HandlerThread:27475 [system_monitor.py:start():194] Starting system monitor
2024-01-07 23:15:19,121 INFO    SystemMonitor:27475 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-07 23:15:19,121 INFO    HandlerThread:27475 [system_monitor.py:probe():214] Collecting system info
2024-01-07 23:15:19,121 DEBUG   HandlerThread:27475 [system_info.py:probe():196] Probing system
2024-01-07 23:15:19,121 INFO    SystemMonitor:27475 [interfaces.py:start():190] Started cpu monitoring
2024-01-07 23:15:19,123 INFO    SystemMonitor:27475 [interfaces.py:start():190] Started disk monitoring
2024-01-07 23:15:19,125 INFO    SystemMonitor:27475 [interfaces.py:start():190] Started gpuapple monitoring
2024-01-07 23:15:19,126 INFO    SystemMonitor:27475 [interfaces.py:start():190] Started memory monitoring
2024-01-07 23:15:19,126 INFO    SystemMonitor:27475 [interfaces.py:start():190] Started network monitoring
2024-01-07 23:15:19,129 DEBUG   HandlerThread:27475 [system_info.py:_probe_git():181] Probing git
2024-01-07 23:15:19,142 DEBUG   HandlerThread:27475 [system_info.py:_probe_git():189] Probing git done
2024-01-07 23:15:19,143 DEBUG   HandlerThread:27475 [system_info.py:probe():244] Probing system done
2024-01-07 23:15:19,143 DEBUG   HandlerThread:27475 [system_monitor.py:probe():223] {'os': 'macOS-14.1.2-arm64-arm-64bit', 'python': '3.9.16', 'heartbeatAt': '2024-01-07T15:15:19.122062', 'startedAt': '2024-01-07T15:15:16.975991', 'docker': None, 'cuda': None, 'args': ('--config', 'configs/mnist.yaml'), 'state': 'running', 'program': '/Users/gaoming/Documents/Learning/project/diffusion_depth_estimation/pytorch-lightning-template-mnist/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:findlamp/pytorch-lightning-template-mnist.git', 'commit': '3212eb07ef7a41641abfb586b652e56e84456cb8'}, 'email': None, 'root': '/Users/gaoming/Documents/Learning/project/diffusion_depth_estimation/pytorch-lightning-template-mnist', 'host': 'MacBook-Pro-M1Pro.local', 'username': 'gaoming', 'executable': '/Users/gaoming/miniconda3/envs/pointnerf/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 926.3517189025879, 'used': 9.216960906982422}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2024-01-07 23:15:19,143 INFO    HandlerThread:27475 [system_monitor.py:probe():224] Finished collecting system info
2024-01-07 23:15:19,143 INFO    HandlerThread:27475 [system_monitor.py:probe():227] Publishing system info
2024-01-07 23:15:19,143 DEBUG   HandlerThread:27475 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-01-07 23:15:19,143 DEBUG   HandlerThread:27475 [system_info.py:_save_pip():68] Saving pip packages done
2024-01-07 23:15:19,143 DEBUG   HandlerThread:27475 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-01-07 23:15:20,138 INFO    Thread-12 :27475 [dir_watcher.py:_on_file_created():271] file/dir created: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files/requirements.txt
2024-01-07 23:15:20,138 INFO    Thread-12 :27475 [dir_watcher.py:_on_file_created():271] file/dir created: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files/conda-environment.yaml
2024-01-07 23:15:23,097 DEBUG   HandlerThread:27475 [system_info.py:_save_conda():87] Saving conda packages done
2024-01-07 23:15:23,098 INFO    HandlerThread:27475 [system_monitor.py:probe():229] Finished publishing system info
2024-01-07 23:15:23,101 DEBUG   HandlerThread:27475 [handler.py:handle_request():146] handle_request: status_report
2024-01-07 23:15:23,101 DEBUG   SenderThread:27475 [sender.py:send():382] send: files
2024-01-07 23:15:23,101 INFO    SenderThread:27475 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2024-01-07 23:15:23,104 DEBUG   HandlerThread:27475 [handler.py:handle_request():146] handle_request: stop_status
2024-01-07 23:15:23,104 DEBUG   SenderThread:27475 [sender.py:send_request():409] send_request: stop_status
2024-01-07 23:15:23,105 DEBUG   HandlerThread:27475 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-07 23:15:23,147 INFO    Thread-12 :27475 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files/conda-environment.yaml
2024-01-07 23:15:23,147 INFO    Thread-12 :27475 [dir_watcher.py:_on_file_created():271] file/dir created: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files/wandb-metadata.json
2024-01-07 23:15:23,781 DEBUG   HandlerThread:27475 [handler.py:handle_request():146] handle_request: partial_history
2024-01-07 23:15:23,835 DEBUG   SenderThread:27475 [sender.py:send():382] send: telemetry
2024-01-07 23:15:23,835 DEBUG   SenderThread:27475 [sender.py:send():382] send: metric
2024-01-07 23:15:23,835 DEBUG   SenderThread:27475 [sender.py:send():382] send: telemetry
2024-01-07 23:15:23,835 DEBUG   SenderThread:27475 [sender.py:send():382] send: metric
2024-01-07 23:15:23,835 WARNING SenderThread:27475 [sender.py:send_metric():1343] Seen metric with glob (shouldn't happen)
2024-01-07 23:15:23,836 DEBUG   SenderThread:27475 [sender.py:send():382] send: config
2024-01-07 23:15:23,837 DEBUG   SenderThread:27475 [sender.py:send():382] send: metric
2024-01-07 23:15:23,837 DEBUG   SenderThread:27475 [sender.py:send():382] send: history
2024-01-07 23:15:23,837 DEBUG   SenderThread:27475 [sender.py:send_request():409] send_request: summary_record
2024-01-07 23:15:23,837 INFO    SenderThread:27475 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2024-01-07 23:15:24,162 INFO    Thread-12 :27475 [dir_watcher.py:_on_file_created():271] file/dir created: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files/output.log
2024-01-07 23:15:24,162 INFO    Thread-12 :27475 [dir_watcher.py:_on_file_created():271] file/dir created: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files/wandb-summary.json
2024-01-07 23:15:26,167 INFO    Thread-12 :27475 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./exp/autoencoder/wandb/run-20240107_231516-t3520inp/files/output.log
